Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,lat,lon
69527,qp09jq,49,0.0,0.102420854,Residential,2,Not Allowed,Yes,26.77782783,Sunny,-5.41351318359375,90.9393310546875
69528,qp03jr,49,0.0,0.031390216,Residential,3,Allowed,Yes,2.760558441,Snowy,-5.40802001953125,90.5877685546875
69529,qp03jx,49,0.0,0.006118156,Residential,2,Not Allowed,Yes,24.62241455,Sunny,-5.40802001953125,90.5987548828125
69530,qp03jz,49,0.0,0.03773434,Residential,1,Not Allowed,No,3.825202973,Snowy,-5.40802001953125,90.6097412109375
69531,qp03nr,49,0.0,0.089402463,Unknown,1,Not Allowed,No,13.65572484,Rainy,-5.40802001953125,90.6317138671875
69532,qp03nx,49,0.0,0.095489906,Residential,1,Not Allowed,No,15.56494595,Foggy,-5.40802001953125,90.6427001953125
69533,qp03nz,49,0.0,0.184591147,Residential,1,Not Allowed,No,14.69230602,Sunny,-5.40802001953125,90.6536865234375
69534,qp03pp,49,0.0,0.204784723,Residential,2,Not Allowed,Yes,13.81966609,Rainy,-5.40802001953125,90.6646728515625
69535,qp03pr,49,0.0,0.129552872,Residential,3,Allowed,Yes,14.87773711,Foggy,-5.40802001953125,90.6756591796875
69536,qp03px,49,0.0,0.096945489,Residential,1,Not Allowed,No,10.53634004,Rainy,-5.40802001953125,90.6866455078125
69537,qp03pz,49,0.0,0.057251722,Residential,3,Allowed,Yes,15.88779866,Foggy,-5.40802001953125,90.6976318359375
69538,qp090p,49,0.0,0.012972186,Residential,3,Allowed,Yes,8.594071255,Rainy,-5.40802001953125,90.7086181640625
69539,qp090r,49,0.0,0.062427869,Residential,2,Not Allowed,Yes,16.54244937,Foggy,-5.40802001953125,90.7196044921875
69540,qp090x,49,0.0,0.03387606,Residential,1,Not Allowed,No,21.34411897,Sunny,-5.40802001953125,90.7305908203125
69541,qp091z,49,0.0,0.092018621,Residential,3,Allowed,Yes,19.78254578,Sunny,-5.40802001953125,90.7855224609375
69542,qp094p,49,0.0,0.010597346,Residential,3,Allowed,Yes,11.84876412,Rainy,-5.40802001953125,90.7965087890625
69543,qp094r,49,0.0,0.86727021,Highway,3,Allowed,Yes,15.76410312,Foggy,-5.40802001953125,90.8074951171875
69544,qp094x,49,0.0,0.120317522,Residential,2,Not Allowed,Yes,2.717199998,Snowy,-5.40802001953125,90.8184814453125
69545,qp095r,49,0.0,0.133265153,Residential,3,Allowed,Yes,20.96631066,Sunny,-5.40802001953125,90.8514404296875
69546,qp095x,49,0.0,0.069159873,Residential,2,Not Allowed,Yes,12.98311648,Rainy,-5.40802001953125,90.8624267578125
69547,qp095z,49,0.0,0.005884799,Residential,2,Not Allowed,Yes,33.89509166,Sunny,-5.40802001953125,90.8734130859375
69548,qp09hr,49,0.0,0.011609897,Residential,2,Not Allowed,Yes,21.99118043,Sunny,-5.40802001953125,90.8953857421875
69549,qp09jp,49,0.0,0.051549178,Residential,1,Not Allowed,No,11.33603186,Unknown,-5.40802001953125,90.9283447265625
69550,qp03m2,49,0.0,0.019730866,Residential,3,Allowed,Yes,19.43498324,Sunny,-5.40252685546875,90.5877685546875
69551,qp03m8,49,0.0,0.015238638,Residential,1,Not Allowed,No,13.9849057,Rainy,-5.40252685546875,90.5987548828125
69552,qp03mb,49,0.0,0.101622815,Residential,1,Not Allowed,No,19.98042679,Sunny,-5.40252685546875,90.6097412109375
69553,qp03q0,49,0.0,0.04331629,Residential,1,Not Allowed,No,9.426953337,Rainy,-5.40252685546875,90.6207275390625
69554,qp03q2,49,0.0,0.125487246,Residential,3,Allowed,Yes,17.22891006,Foggy,-5.40252685546875,90.6317138671875
69555,qp03q8,49,0.0,0.069937208,Residential,1,Not Allowed,No,3.268598346,Snowy,-5.40252685546875,90.6427001953125
69556,qp03qb,49,0.0,0.142793378,Residential,2,Not Allowed,Yes,19.88865747,Sunny,-5.40252685546875,90.6536865234375
69557,qp03r0,49,0.0,0.168136721,Residential,3,Allowed,Yes,20.06069639,Sunny,-5.40252685546875,90.6646728515625
69558,qp03r2,49,0.0,0.23563426,Street,1,Not Allowed,Yes,12.99134091,Rainy,-5.40252685546875,90.6756591796875
69559,qp03r8,49,0.0,0.093245052,Residential,1,Not Allowed,No,27.72648059,Sunny,-5.40252685546875,90.6866455078125
69560,qp03rb,49,0.0,0.022085354,Residential,2,Not Allowed,Yes,8.215665476,Rainy,-5.40252685546875,90.6976318359375
69561,qp0920,49,0.0,0.110449222,Residential,1,Not Allowed,No,10.94168854,Rainy,-5.40252685546875,90.7086181640625
69562,qp0922,49,0.0,0.038899284,Residential,3,Allowed,Yes,13.20166533,Rainy,-5.40252685546875,90.7196044921875
69563,qp0928,49,0.0,0.031624774,Residential,3,Allowed,Yes,18.81897283,Foggy,-5.40252685546875,90.7305908203125
69564,qp093b,49,0.0,0.005329295,Residential,2,Not Allowed,Yes,21.98033272,Rainy,-5.40252685546875,90.7855224609375
69565,qp0960,49,0.0,0.057209742,Residential,1,Not Allowed,No,25.14169261,Sunny,-5.40252685546875,90.7965087890625
69566,qp0962,49,0.0,0.124609346,Residential,2,Not Allowed,Yes,13.0316861,Rainy,-5.40252685546875,90.8074951171875
69567,qp0968,49,0.0,0.039935217,Residential,3,Allowed,Yes,16.66159997,Foggy,-5.40252685546875,90.8184814453125
69568,qp096b,49,0.0,0.052578114,Residential,2,Not Allowed,Yes,13.20258321,Rainy,-5.40252685546875,90.8294677734375
69569,qp0970,49,0.0,0.009504759,Residential,2,Not Allowed,Yes,13.55087696,Rainy,-5.40252685546875,90.8404541015625
69570,qp0972,49,0.0,0.069687568,Residential,1,Not Allowed,No,20.63214243,Sunny,-5.40252685546875,90.8514404296875
69571,qp0978,49,0.0,0.017492138,Residential,3,Allowed,Yes,17.30375295,Foggy,-5.40252685546875,90.8624267578125
69572,qp097b,49,0.0,0.054323144,Residential,2,Not Allowed,Yes,10.50029257,Rainy,-5.40252685546875,90.8734130859375
69573,qp09k0,49,0.0,0.011526537,Residential,1,Not Allowed,No,20.85467138,Sunny,-5.40252685546875,90.8843994140625
69574,qp09k2,49,0.0,0.054916839,Residential,2,Not Allowed,Yes,18.9287911,Foggy,-5.40252685546875,90.8953857421875
69575,qp09kb,49,0.0,0.003277559,Residential,3,Allowed,Yes,22.69585664,Sunny,-5.40252685546875,90.9173583984375
69576,qp09m0,49,0.0,0.041587566,Residential,3,Allowed,Yes,13.2976061,Rainy,-5.40252685546875,90.9283447265625
69577,qp09m2,49,0.0,0.071779331,Residential,3,Allowed,Yes,22.27273863,Sunny,-5.40252685546875,90.9393310546875
69578,qp03m9,49,0.0,0.015203512,Residential,3,Allowed,Yes,5.708928449,Snowy,-5.39703369140625,90.5987548828125
69579,qp03mc,49,0.0,0.056023089,Residential,3,Allowed,Yes,18.53502541,Foggy,-5.39703369140625,90.6097412109375
69580,qp03q1,49,0.0,0.08440623,Residential,1,Not Allowed,No,3.259511533,Snowy,-5.39703369140625,90.6207275390625
69581,qp03q3,49,0.0,0.094531674,Residential,2,Not Allowed,Yes,8.991526,Rainy,-5.39703369140625,90.6317138671875
69582,qp03q9,49,0.0,0.187541903,Residential,1,Not Allowed,No,20.09700972,Sunny,-5.39703369140625,90.6427001953125
69583,qp03qc,49,0.0,0.134711877,Residential,2,Not Allowed,Yes,21.25993569,Sunny,-5.39703369140625,90.6536865234375
69584,qp03r1,49,0.0,0.196208017,Residential,1,Not Allowed,No,10.32334945,Rainy,-5.39703369140625,90.6646728515625
69585,qp03r3,49,0.0,0.127470115,Residential,3,Allowed,Yes,19.42560622,Sunny,-5.39703369140625,90.6756591796875
69586,qp03r9,49,0.0,0.100695135,Residential,3,Allowed,Yes,19.19174868,Sunny,-5.39703369140625,90.6866455078125
69587,qp03rc,49,0.0,0.025636957,Residential,1,Not Allowed,No,14.50861839,Foggy,-5.39703369140625,90.6976318359375
69588,qp0921,49,0.0,0.076805084,Residential,3,Allowed,Yes,8.232253295,Rainy,-5.39703369140625,90.7086181640625
69589,qp0923,49,0.0,0.018364754,Residential,1,Not Allowed,No,17.41876005,Foggy,-5.39703369140625,90.7196044921875
69590,qp0929,49,0.0,0.054502553,Residential,3,Allowed,Yes,13.3611354,Rainy,-5.39703369140625,90.7305908203125
69591,qp093c,49,0.0,0.063146266,Residential,3,Allowed,Yes,30.11007122,Sunny,-5.39703369140625,90.7855224609375
69592,qp0961,49,0.0,0.106186193,Residential,2,Not Allowed,Yes,5.650908879,Snowy,-5.39703369140625,90.7965087890625
69593,qp0963,49,0.0,0.028655402,Residential,3,Allowed,Yes,5.241968274,Snowy,-5.39703369140625,90.8074951171875
69594,qp0969,49,0.0,0.014892631,Residential,2,Not Allowed,Yes,26.06925254,Sunny,-5.39703369140625,90.8184814453125
69595,qp096c,49,0.0,0.028044162,Residential,2,Not Allowed,Yes,18.48865828,Foggy,-5.39703369140625,90.8294677734375
69596,qp0979,49,0.0,0.041082818,Residential,2,Not Allowed,Yes,10.90806402,Rainy,-5.39703369140625,90.8624267578125
69597,qp097c,49,0.0,0.093390614,Residential,3,Allowed,Yes,16.90553778,Foggy,-5.39703369140625,90.8734130859375
69598,qp09k1,49,0.0,0.059345055,Residential,3,Allowed,Yes,13.76236092,Rainy,-5.39703369140625,90.8843994140625
69599,qp09k3,49,0.0,0.049399653,Residential,3,Allowed,Yes,13.57124472,Rainy,-5.39703369140625,90.8953857421875
69600,qp09kc,49,0.0,0.039406762,Residential,3,Allowed,Yes,16.59090236,Foggy,-5.39703369140625,90.9173583984375
69601,qp09m1,49,0.0,0.022557541,Residential,2,Not Allowed,Yes,14.14140694,Foggy,-5.39703369140625,90.9283447265625
69602,qp09m3,49,0.0,0.005520203,Residential,3,Allowed,Yes,22.40528867,Sunny,-5.39703369140625,90.9393310546875
69603,qp03m6,49,0.0,0.043464332,Residential,3,Allowed,Yes,24.44251492,Sunny,-5.39154052734375,90.5877685546875
69604,qp03md,49,0.0,0.014667561,Residential,1,Not Allowed,No,29.31617933,Sunny,-5.39154052734375,90.5987548828125
69605,qp03mf,49,0.0,0.019654267,Residential,3,Allowed,Yes,1.244979722,Snowy,-5.39154052734375,90.6097412109375
69606,qp03q4,49,0.0,0.03027602,Residential,2,Not Allowed,Yes,14.45721278,Foggy,-5.39154052734375,90.6207275390625
69607,qp03q6,49,0.0,0.081543369,Residential,3,Allowed,Yes,25.85582996,Sunny,-5.39154052734375,90.6317138671875
69608,qp03qd,49,0.0,0.216601091,Residential,2,Not Allowed,Yes,17.8249328,Foggy,-5.39154052734375,90.6427001953125
69609,qp03qf,49,0.0,0.349621439,Street,1,Not Allowed,Yes,12.0567,Rainy,-5.39154052734375,90.6536865234375
69610,qp03r4,49,0.0,0.108149639,Residential,3,Allowed,Yes,15.38425268,Foggy,-5.39154052734375,90.6646728515625
69611,qp03r6,49,0.0,0.159757221,Residential,2,Not Allowed,Yes,12.79182184,Rainy,-5.39154052734375,90.6756591796875
69612,qp03rd,49,0.0,0.069720372,Residential,1,Not Allowed,No,17.38257081,Foggy,-5.39154052734375,90.6866455078125
69613,qp03rf,49,0.0,0.090649925,Residential,3,Allowed,Yes,26.42137724,Sunny,-5.39154052734375,90.6976318359375
69614,qp0924,49,0.0,0.085171296,Residential,1,Not Allowed,No,13.10421863,Rainy,-5.39154052734375,90.7086181640625
69615,qp0926,49,0.0,0.081532235,Residential,1,Not Allowed,No,23.02963686,Sunny,-5.39154052734375,90.7196044921875
69616,qp092d,49,0.0,0.054827492,Residential,3,Allowed,Yes,18.01368779,Foggy,-5.39154052734375,90.7305908203125
69617,qp0936,49,0.0,0.030476787,Residential,3,Allowed,Yes,11.5716179,Rainy,-5.39154052734375,90.7635498046875
69618,qp096f,49,0.0,0.165598435,Residential,3,Allowed,Yes,30.02002199,Sunny,-5.39154052734375,90.8294677734375
69619,qp0974,49,0.0,0.015828758,Residential,2,Not Allowed,Yes,3.389490294,Snowy,-5.39154052734375,90.8404541015625
69620,qp0976,49,0.0,0.098452693,Residential,2,Not Allowed,Yes,28.20351402,Sunny,-5.39154052734375,90.8514404296875
69621,qp097d,49,0.0,0.046026595,Residential,1,Not Allowed,No,6.517034552,Snowy,-5.39154052734375,90.8624267578125
69622,qp097f,49,0.0,0.100962506,Residential,1,Not Allowed,No,17.65058047,Foggy,-5.39154052734375,90.8734130859375
69623,qp09k6,49,0.0,0.046375151,Residential,2,Not Allowed,Yes,9.029616928,Rainy,-5.39154052734375,90.8953857421875
69624,qp09kf,49,0.0,0.018502778,Residential,2,Not Allowed,Yes,13.24076806,Rainy,-5.39154052734375,90.9173583984375
69625,qp03m7,49,0.0,0.017224031,Residential,3,Allowed,Yes,23.11761306,Sunny,-5.38604736328125,90.5877685546875
69626,qp03me,49,0.0,0.09100686,Residential,3,Allowed,Yes,26.340210985,Sunny,-5.38604736328125,90.5987548828125
69627,qp03mg,49,0.0,0.164570367,Residential,1,Not Allowed,No,29.56280891,Sunny,-5.38604736328125,90.6097412109375
69628,qp03q5,49,0.0,0.091214732,Residential,1,Not Allowed,No,14.91042083,Foggy,-5.38604736328125,90.6207275390625
69629,qp03q7,49,0.0,0.053510239,Residential,3,Allowed,Yes,8.738461009,Rainy,-5.38604736328125,90.6317138671875
69630,qp03qe,49,0.0,0.189938872,Residential,1,Not Allowed,No,10.68982991,Rainy,-5.38604736328125,90.6427001953125
69631,qp03qg,49,0.0,0.853691964,Highway,5,Allowed,No,24.25422574,Sunny,-5.38604736328125,90.6536865234375
69632,qp03r5,49,0.0,0.149581476,Residential,3,Allowed,Yes,22.79752844,Sunny,-5.38604736328125,90.6646728515625
69633,qp03r7,49,0.0,0.02036795,Residential,3,Allowed,Yes,18.8914759,Foggy,-5.38604736328125,90.6756591796875
69634,qp03re,49,0.0,0.087084593,Residential,2,Not Allowed,Yes,15.65397299,Foggy,-5.38604736328125,90.6866455078125
69635,qp03rg,49,0.0,0.055938046,Residential,1,Not Allowed,No,5.486330042,Snowy,-5.38604736328125,90.6976318359375
69636,qp0925,49,0.0,0.201339372,Residential,3,Allowed,Yes,27.36918601,Sunny,-5.38604736328125,90.7086181640625
69637,qp0927,49,0.0,0.172933207,Residential,1,Not Allowed,No,21.01535006,Sunny,-5.38604736328125,90.7196044921875
69638,qp092e,49,0.0,0.103810077,Residential,2,Not Allowed,Yes,16.77826949,Foggy,-5.38604736328125,90.7305908203125
69639,qp093g,49,0.0,0.073158574,Residential,2,Not Allowed,Yes,14.83212127,Foggy,-5.38604736328125,90.7855224609375
69640,qp096e,49,0.0,0.014860121,Residential,2,Not Allowed,Yes,12.69028528,Rainy,-5.38604736328125,90.8184814453125
69641,qp096g,49,0.0,0.068726454,Residential,2,Not Allowed,Yes,4.709783969,Snowy,-5.38604736328125,90.8294677734375
69642,qp0975,49,0.0,0.167721311,Residential,1,Not Allowed,No,22.03058053,Sunny,-5.38604736328125,90.8404541015625
69643,qp0977,49,0.0,0.029963515,Residential,2,Not Allowed,Yes,14.73198662,Foggy,-5.38604736328125,90.8514404296875
69644,qp097e,49,0.0,0.160229257,Residential,2,Not Allowed,Yes,20.91531862,Sunny,-5.38604736328125,90.8624267578125
69645,qp097g,49,0.0,0.043759738,Residential,2,Not Allowed,Yes,28.46216791,Sunny,-5.38604736328125,90.8734130859375
69646,qp09ke,49,0.0,0.077081598,Residential,2,Not Allowed,Yes,24.86533721,Unknown,-5.38604736328125,90.9063720703125
69647,qp03mk,49,0.0,0.018753689,Residential,3,Allowed,Yes,18.30632713,Foggy,-5.38055419921875,90.5877685546875
69648,qp03ms,49,0.0,0.022394841,Residential,1,Not Allowed,No,9.271878385,Rainy,-5.38055419921875,90.5987548828125
69649,qp03mu,49,0.0,0.034336751,Residential,1,Not Allowed,No,10.14013807,Rainy,-5.38055419921875,90.6097412109375
69650,qp03qh,49,0.0,0.089178404,Residential,1,Not Allowed,No,23.99716294,Sunny,-5.38055419921875,90.6207275390625
69651,qp03qk,49,0.0,0.034342839,Residential,1,Not Allowed,No,19.52162638,Sunny,-5.38055419921875,90.6317138671875
69652,qp03qs,49,0.0,0.152376811,Residential,2,Not Allowed,Yes,20.3972833,Sunny,-5.38055419921875,90.6427001953125
69653,qp03qu,49,0.0,0.308006937,Street,1,Not Allowed,Yes,26.12926635,Sunny,-5.38055419921875,90.6536865234375
69654,qp03rh,49,0.0,0.15695924,Residential,1,Not Allowed,No,20.13012232,Sunny,-5.38055419921875,90.6646728515625
69655,qp03rk,49,0.0,0.106420457,Residential,3,Allowed,Yes,4.553595312,Snowy,-5.38055419921875,90.6756591796875
69656,qp03rs,49,0.0,0.05815799,Residential,1,Not Allowed,No,20.88085866,Sunny,-5.38055419921875,90.6866455078125
69657,qp03ru,49,0.0,0.12813168,Residential,1,Not Allowed,No,22.7922657,Foggy,-5.38055419921875,90.6976318359375
69658,qp092h,49,0.0,0.279236283,Street,1,Not Allowed,Yes,24.70367274,Sunny,-5.38055419921875,90.7086181640625
69659,qp092k,49,0.0,0.263562569,Street,1,Not Allowed,Yes,12.48478779,Rainy,-5.38055419921875,90.7196044921875
69660,qp092s,49,0.0,0.070066287,Unknown,1,Not Allowed,No,33.02365855,Sunny,-5.38055419921875,90.7305908203125
69661,qp093u,49,0.0,0.038433963,Residential,2,Not Allowed,Yes,20.02486755,Sunny,-5.38055419921875,90.7855224609375
69662,qp096h,49,0.0,0.010869654,Residential,1,Not Allowed,No,19.69145156,Sunny,-5.38055419921875,90.7965087890625
69663,qp096k,49,0.0,0.00598906,Residential,1,Not Allowed,No,16.14613687,Foggy,-5.38055419921875,90.8074951171875
69664,qp096s,49,0.0,0.073246293,Residential,2,Not Allowed,Yes,18.42246578,Foggy,-5.38055419921875,90.8184814453125
69665,qp096u,49,0.0,0.365733792,Highway,5,Allowed,No,12.64594816,Rainy,-5.38055419921875,90.8294677734375
69666,qp097h,49,0.0,0.05642581,Residential,2,Not Allowed,Yes,31.81385356,Sunny,-5.38055419921875,90.8404541015625
69667,qp097k,49,0.0,0.285664706,Street,1,Not Allowed,Yes,9.279669219,Rainy,-5.38055419921875,90.8514404296875
69668,qp097s,49,0.0,0.285705509,Street,1,Not Allowed,Yes,27.57608745,Sunny,-5.38055419921875,90.8624267578125
69669,qp097u,49,0.0,0.212057967,Residential,2,Not Allowed,Yes,10.00404129,Rainy,-5.38055419921875,90.8734130859375
69670,qp09ku,49,0.0,0.04425032,Residential,2,Not Allowed,Yes,16.25323271,Foggy,-5.38055419921875,90.9173583984375
69671,qp09ms,49,0.0,0.025469757,Residential,3,Allowed,Yes,10.22396203,Rainy,-5.38055419921875,90.9503173828125
69672,qp09mu,49,0.0,0.001563218,Residential,1,Not Allowed,No,13.42128121,Rainy,-5.38055419921875,90.9613037109375
69673,qp03mt,49,0.0,0.030154077,Residential,3,Allowed,Yes,12.75949973,Rainy,-5.37506103515625,90.5987548828125
69674,qp03mv,49,0.0,0.057926342,Residential,1,Not Allowed,No,6.916567656,Snowy,-5.37506103515625,90.6097412109375
69675,qp03qj,49,0.0,0.087739034,Residential,2,Not Allowed,Yes,13.42546082,Rainy,-5.37506103515625,90.6207275390625
69676,qp03qm,49,0.0,0.177187528,Residential,3,Allowed,Yes,12.37022742,Rainy,-5.37506103515625,90.6317138671875
69677,qp03qv,49,0.0,0.19381586,Residential,3,Allowed,Yes,9.801372894,Rainy,-5.37506103515625,90.6536865234375
69678,qp03rj,49,0.0,0.162875618,Residential,1,Not Allowed,No,18.63318483,Foggy,-5.37506103515625,90.6646728515625
69679,qp03rm,49,0.0,0.375623077,Highway,2,Allowed,No,17.52658597,Foggy,-5.37506103515625,90.6756591796875
69680,qp03rt,49,0.0,0.194184132,Residential,1,Not Allowed,No,13.5443177,Rainy,-5.37506103515625,90.6866455078125
69681,qp03rv,49,0.0,0.13438903,Residential,3,Allowed,Yes,12.28513963,Rainy,-5.37506103515625,90.6976318359375
69682,qp092j,49,0.0,0.271936914,Street,1,Not Allowed,Yes,18.62418898,Foggy,-5.37506103515625,90.7086181640625
69683,qp092m,49,0.0,0.297057218,Street,1,Not Allowed,Yes,7.201902242,Rainy,-5.37506103515625,90.7196044921875
69684,qp092t,49,0.0,0.06164689,Residential,3,Allowed,Yes,14.49532612,Foggy,-5.37506103515625,90.7305908203125
69685,qp093t,49,0.0,0.032773049,Residential,1,Not Allowed,No,37.12391116,Sunny,-5.37506103515625,90.7745361328125
69686,qp093v,49,0.0,0.05241157,Residential,1,Not Allowed,No,1.937721633,Snowy,-5.37506103515625,90.7855224609375
69687,qp096j,49,0.0,0.049742511,Residential,2,Not Allowed,Yes,12.72407687,Rainy,-5.37506103515625,90.7965087890625
69688,qp096m,49,0.0,0.046237175,Residential,3,Allowed,Yes,5.8146483159999995,Sunny,-5.37506103515625,90.8074951171875
69689,qp096t,49,0.0,0.205896101,Residential,1,Not Allowed,No,-1.094780238,Snowy,-5.37506103515625,90.8184814453125
69690,qp096v,49,0.0,0.382878724,Highway,5,Allowed,No,12.63381141,Rainy,-5.37506103515625,90.8294677734375
69691,qp097t,49,0.0,0.056633519,Residential,1,Not Allowed,No,9.997758387,Rainy,-5.37506103515625,90.8624267578125
69692,qp097v,49,0.0,0.223512326,Street,1,Not Allowed,Yes,26.60244647,Sunny,-5.37506103515625,90.8734130859375
69693,qp09kj,49,0.0,0.025024301,Residential,2,Not Allowed,Yes,23.72709194,Sunny,-5.37506103515625,90.8843994140625
69694,qp09kt,49,0.0,0.038422783,Residential,1,Not Allowed,No,20.28648204,Sunny,-5.37506103515625,90.9063720703125
69695,qp09kv,49,0.0,0.379110486,Highway,4,Allowed,Yes,18.57930947,Foggy,-5.37506103515625,90.9173583984375
69696,qp03mq,49,0.0,0.023733554,Residential,3,Allowed,Yes,18.54290254,Foggy,-5.36956787109375,90.5877685546875
69697,qp03mw,49,0.0,0.060890841,Residential,1,Not Allowed,No,25.27496584,Sunny,-5.36956787109375,90.5987548828125
69698,qp03my,49,0.0,0.133563011,Residential,3,Allowed,Yes,26.71712989,Sunny,-5.36956787109375,90.6097412109375
69699,qp03qn,49,0.0,0.044107071,Residential,3,Allowed,Yes,29.50236973,Sunny,-5.36956787109375,90.6207275390625
69700,qp03qq,49,0.0,0.022306455,Residential,2,Not Allowed,Yes,22.74504291,Sunny,-5.36956787109375,90.6317138671875
69701,qp03qw,49,0.0,0.004377755,Residential,3,Allowed,Yes,19.12209152,Sunny,-5.36956787109375,90.6427001953125
69702,qp03qy,49,0.0,0.137734454,Residential,1,Not Allowed,No,10.32399874,Rainy,-5.36956787109375,90.6536865234375
69703,qp03rn,49,0.0,0.106756992,Residential,1,Not Allowed,No,18.31736035,Foggy,-5.36956787109375,90.6646728515625
69704,qp03rq,49,0.0,0.157072455,Residential,3,Allowed,Yes,17.89749558,Foggy,-5.36956787109375,90.6756591796875
69705,qp03rw,49,0.0,0.268790659,Street,1,Not Allowed,Yes,22.12037511,Sunny,-5.36956787109375,90.6866455078125
69706,qp03ry,49,0.0,0.342823206,Street,1,Not Allowed,Yes,12.56034697,Rainy,-5.36956787109375,90.6976318359375
69707,qp092n,49,0.0,0.38979692,Highway,5,Allowed,No,17.23145804,Foggy,-5.36956787109375,90.7086181640625
69708,qp092q,49,0.0,0.324896577,Street,1,Not Allowed,Yes,26.82002625,Sunny,-5.36956787109375,90.7196044921875
69709,qp092w,49,0.0,0.1062766,Residential,2,Not Allowed,Yes,12.00938889,Rainy,-5.36956787109375,90.7305908203125
69710,qp093q,49,0.0,0.02175963,Residential,3,Allowed,Yes,25.51752591,Sunny,-5.36956787109375,90.7635498046875
69711,qp093w,49,0.0,0.168804163,Residential,3,Allowed,Yes,17.42992894,Foggy,-5.36956787109375,90.7745361328125
69712,qp093y,49,0.0,0.058951832,Residential,2,Not Allowed,Yes,17.79526897,Foggy,-5.36956787109375,90.7855224609375
69713,qp096n,49,0.0,0.136400228,Residential,3,Allowed,Yes,9.554823061,Rainy,-5.36956787109375,90.7965087890625
69714,qp096q,49,0.0,0.491068348,Highway,4,Allowed,Yes,23.34630216,Sunny,-5.36956787109375,90.8074951171875
69715,qp096w,49,0.0,0.303829606,Street,1,Not Allowed,Yes,8.253970471,Rainy,-5.36956787109375,90.8184814453125
69716,qp096y,49,0.0,0.067399891,Residential,1,Not Allowed,No,0.598130287,Snowy,-5.36956787109375,90.8294677734375
69717,qp097w,49,0.0,0.010468956,Residential,3,Allowed,Yes,19.37902432,Sunny,-5.36956787109375,90.8624267578125
69718,qp097y,49,0.0,0.10464509,Residential,3,Allowed,Yes,26.41524036,Sunny,-5.36956787109375,90.8734130859375
69719,qp09kw,49,0.0,0.093784541,Residential,3,Allowed,Yes,21.480577855,Sunny,-5.36956787109375,90.9063720703125
69720,qp09ky,49,0.0,0.02056157,Residential,3,Allowed,Yes,16.54591535,Foggy,-5.36956787109375,90.9173583984375
69721,qp09mw,49,0.0,0.01188227,Residential,1,Not Allowed,No,24.55088079,Sunny,-5.36956787109375,90.9503173828125
69722,qp03mr,49,0.0,0.017492454,Residential,1,Not Allowed,No,18.02380657,Foggy,-5.36407470703125,90.5877685546875
69723,qp03mx,49,0.0,0.007580482,Residential,3,Allowed,Yes,20.45564968,Sunny,-5.36407470703125,90.5987548828125
69724,qp03mz,49,0.0,0.083150855,Residential,2,Not Allowed,Yes,7.061239446,Rainy,-5.36407470703125,90.6097412109375
69725,qp03qz,49,0.0,0.004745293,Residential,1,Not Allowed,No,23.13184297,Sunny,-5.36407470703125,90.6536865234375
69726,qp03rp,49,0.0,0.087270728,Residential,1,Not Allowed,No,17.36935298,Foggy,-5.36407470703125,90.6646728515625
69727,qp03rr,49,0.0,0.184426156,Residential,2,Not Allowed,Yes,13.37992027,Rainy,-5.36407470703125,90.6756591796875
69728,qp03rx,49,0.0,0.180662308,Residential,3,Allowed,Yes,17.42236369,Foggy,-5.36407470703125,90.6866455078125
69729,qp03rz,49,0.0,0.230782899,Street,1,Not Allowed,Yes,29.75948015,Sunny,-5.36407470703125,90.6976318359375
69730,qp092p,49,0.0,0.077225577,Residential,2,Not Allowed,Yes,17.30782823,Foggy,-5.36407470703125,90.7086181640625
69731,qp092r,49,0.0,0.149939719,Residential,2,Not Allowed,Yes,23.42896258,Sunny,-5.36407470703125,90.7196044921875
69732,qp092x,49,0.0,0.076069059,Residential,3,Allowed,Yes,20.82172223,Sunny,-5.36407470703125,90.7305908203125
69733,qp093p,49,0.0,0.025393178,Residential,2,Not Allowed,Yes,16.9962431,Foggy,-5.36407470703125,90.7525634765625
69734,qp093r,49,0.0,0.09422782,Residential,2,Not Allowed,Yes,15.06078744,Foggy,-5.36407470703125,90.7635498046875
69735,qp093x,49,0.0,0.150151246,Residential,3,Allowed,Yes,15.63098117,Foggy,-5.36407470703125,90.7745361328125
69736,qp093z,49,0.0,0.010335746,Residential,1,Not Allowed,No,22.02458736,Sunny,-5.36407470703125,90.7855224609375
69737,qp096p,49,0.0,0.062074253,Residential,2,Not Allowed,Yes,15.12258792,Foggy,-5.36407470703125,90.7965087890625
69738,qp096r,49,0.0,0.323278681,Street,1,Not Allowed,Yes,17.40870673,Foggy,-5.36407470703125,90.8074951171875
69739,qp096x,49,0.0,0.392589594,Highway,2,Allowed,No,8.686551744,Rainy,-5.36407470703125,90.8184814453125
69740,qp096z,49,0.0,0.121697643,Residential,2,Not Allowed,Yes,17.15853863,Foggy,-5.36407470703125,90.8294677734375
69741,qp097z,49,0.0,0.050421536,Residential,2,Not Allowed,Yes,16.78397299,Foggy,-5.36407470703125,90.8734130859375
69742,qp09kr,49,0.0,0.01759321,Residential,1,Not Allowed,No,18.14324839,Foggy,-5.36407470703125,90.8953857421875
69743,qp09kx,49,0.0,0.024807556,Residential,2,Not Allowed,Yes,10.49938045,Unknown,-5.36407470703125,90.9063720703125
