Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather
69682,qp092j,49,0,0.271936914,Street,1,Not Allowed,Yes,18.62418898,Foggy
69683,qp092m,49,0,0.297057218,Street,1,Not Allowed,Yes,7.201902242,Rainy
69684,qp092t,49,0,0.06164689,Residential,3,Allowed,Yes,14.49532612,Foggy
69685,qp093t,49,0,0.032773049,Residential,1,Not Allowed,No,37.12391116,Sunny
69686,qp093v,49,0,0.05241157,Residential,1,Not Allowed,No,1.937721633,Snowy
69687,qp096j,49,0,0.049742511,Residential,2,Not Allowed,Yes,12.72407687,Rainy
69688,qp096m,49,0,0.046237175,Residential,3,Allowed,Yes,,Sunny
69689,qp096t,49,0,0.205896101,Residential,1,Not Allowed,No,-1.094780238,Snowy
69690,qp096v,49,0,0.382878724,Highway,5,Allowed,No,12.63381141,Rainy
69691,qp097t,49,0,0.056633519,Residential,1,Not Allowed,No,9.997758387,Rainy
69692,qp097v,49,0,0.223512326,Street,1,Not Allowed,Yes,26.60244647,Sunny
69693,qp09kj,49,0,0.025024301,Residential,2,Not Allowed,Yes,23.72709194,Sunny
69694,qp09kt,49,0,0.038422783,Residential,1,Not Allowed,No,20.28648204,Sunny
69695,qp09kv,49,0,0.379110486,Highway,4,Allowed,Yes,18.57930947,Foggy
69696,qp03mq,49,0,0.023733554,Residential,3,Allowed,Yes,18.54290254,Foggy
69697,qp03mw,49,0,0.060890841,Residential,1,Not Allowed,No,25.27496584,Sunny
69698,qp03my,49,0,0.133563011,Residential,3,Allowed,Yes,26.71712989,Sunny
69699,qp03qn,49,0,0.044107071,Residential,3,Allowed,Yes,29.50236973,Sunny
69700,qp03qq,49,0,0.022306455,Residential,2,Not Allowed,Yes,22.74504291,Sunny
69701,qp03qw,49,0,0.004377755,Residential,3,Allowed,Yes,19.12209152,Sunny
69702,qp03qy,49,0,0.137734454,Residential,1,Not Allowed,No,10.32399874,Rainy
69703,qp03rn,49,0,0.106756992,Residential,1,Not Allowed,No,18.31736035,Foggy
69704,qp03rq,49,0,0.157072455,Residential,3,Allowed,Yes,17.89749558,Foggy
69705,qp03rw,49,0,0.268790659,Street,1,Not Allowed,Yes,22.12037511,Sunny
69706,qp03ry,49,0,0.342823206,Street,1,Not Allowed,Yes,12.56034697,Rainy
69707,qp092n,49,0,0.38979692,Highway,5,Allowed,No,17.23145804,Foggy
69708,qp092q,49,0,0.324896577,Street,1,Not Allowed,Yes,26.82002625,Sunny
69709,qp092w,49,0,0.1062766,Residential,2,Not Allowed,Yes,12.00938889,Rainy
69710,qp093q,49,0,0.02175963,Residential,3,Allowed,Yes,25.51752591,Sunny
69711,qp093w,49,0,0.168804163,Residential,3,Allowed,Yes,17.42992894,Foggy
69712,qp093y,49,0,0.058951832,Residential,2,Not Allowed,Yes,17.79526897,Foggy
69713,qp096n,49,0,0.136400228,Residential,3,Allowed,Yes,9.554823061,Rainy
69714,qp096q,49,0,0.491068348,Highway,4,Allowed,Yes,23.34630216,Sunny
69715,qp096w,49,0,0.303829606,Street,1,Not Allowed,Yes,8.253970471,Rainy
69716,qp096y,49,0,0.067399891,Residential,1,Not Allowed,No,0.598130287,Snowy
69717,qp097w,49,0,0.010468956,Residential,3,Allowed,Yes,19.37902432,Sunny
69718,qp097y,49,0,0.10464509,Residential,3,Allowed,Yes,26.41524036,Sunny
69719,qp09kw,49,0,0.093784541,Residential,3,Allowed,Yes,,Sunny
69720,qp09ky,49,0,0.02056157,Residential,3,Allowed,Yes,16.54591535,Foggy
69721,qp09mw,49,0,0.01188227,Residential,1,Not Allowed,No,24.55088079,Sunny
69722,qp03mr,49,0,0.017492454,Residential,1,Not Allowed,No,18.02380657,Foggy
69723,qp03mx,49,0,0.007580482,Residential,3,Allowed,Yes,20.45564968,Sunny
69724,qp03mz,49,0,0.083150855,Residential,2,Not Allowed,Yes,7.061239446,Rainy
69725,qp03qz,49,0,0.004745293,Residential,1,Not Allowed,No,23.13184297,Sunny
69726,qp03rp,49,0,0.087270728,Residential,1,Not Allowed,No,17.36935298,Foggy
69727,qp03rr,49,0,0.184426156,Residential,2,Not Allowed,Yes,13.37992027,Rainy
69728,qp03rx,49,0,0.180662308,Residential,3,Allowed,Yes,17.42236369,Foggy
69729,qp03rz,49,0,0.230782899,Street,1,Not Allowed,Yes,29.75948015,Sunny
69730,qp092p,49,0,0.077225577,Residential,2,Not Allowed,Yes,17.30782823,Foggy
69731,qp092r,49,0,0.149939719,Residential,2,Not Allowed,Yes,23.42896258,Sunny
69732,qp092x,49,0,0.076069059,Residential,3,Allowed,Yes,20.82172223,Sunny
69733,qp093p,49,0,0.025393178,Residential,2,Not Allowed,Yes,16.9962431,Foggy
69734,qp093r,49,0,0.09422782,Residential,2,Not Allowed,Yes,15.06078744,Foggy
69735,qp093x,49,0,0.150151246,Residential,3,Allowed,Yes,15.63098117,Foggy
69736,qp093z,49,0,0.010335746,Residential,1,Not Allowed,No,22.02458736,Sunny
69737,qp096p,49,0,0.062074253,Residential,2,Not Allowed,Yes,15.12258792,Foggy
69738,qp096r,49,0,0.323278681,Street,1,Not Allowed,Yes,17.40870673,Foggy
69739,qp096x,49,0,0.392589594,Highway,2,Allowed,No,8.686551744,Rainy
69740,qp096z,49,0,0.121697643,Residential,2,Not Allowed,Yes,17.15853863,Foggy
69741,qp097z,49,0,0.050421536,Residential,2,Not Allowed,Yes,16.78397299,Foggy
69742,qp09kr,49,0,0.01759321,Residential,1,Not Allowed,No,18.14324839,Foggy
69743,qp09kx,49,0,0.024807556,Residential,2,Not Allowed,Yes,10.49938045,
69744,qp09kz,49,0,0.194390229,Residential,2,Not Allowed,Yes,18.86256185,Foggy
69745,qp09mp,49,0,0.053907746,Residential,1,Not Allowed,No,29.41072433,Sunny
69746,qp09mr,49,0,0.028566544,Residential,3,Allowed,Yes,22.53842354,Sunny
69747,qp09mx,49,0,0.057977171,Residential,1,Not Allowed,No,23.40333901,Sunny
69748,qp03t2,49,0,0.014704297,Residential,1,Not Allowed,No,14.22837436,Foggy
69749,qp03t8,49,0,0.050774636,Residential,2,Not Allowed,Yes,11.52735674,Rainy
69750,qp03tb,49,0,0.150932165,Residential,3,Allowed,Yes,,Rainy
69751,qp03w0,49,0,0.11399285,Residential,1,Not Allowed,No,26.61497959,Sunny
69752,qp03w2,49,0,0.032292624,Residential,1,Not Allowed,No,21.19582788,Sunny
69753,qp03w8,49,0,0.176310304,Residential,3,Allowed,Yes,19.86813392,Sunny
69754,qp03wb,49,0,0.016997153,Residential,2,Not Allowed,Yes,15.43379059,Foggy
69755,qp03x0,49,0,0.081619612,Residential,1,Not Allowed,No,11.2969681,Rainy
69756,qp03x2,49,0,0.192968123,Residential,1,Not Allowed,No,12.14197442,Rainy
69757,qp03x8,49,0,0.168338276,Residential,2,Not Allowed,Yes,12.21805605,Rainy
69758,qp03xb,49,0,0.04284173,Residential,2,Not Allowed,Yes,12.28155742,Rainy
69759,qp0980,49,0,0.05848273,Residential,1,Not Allowed,No,28.35609308,Sunny
69760,qp0982,49,0,0.099833706,Residential,1,Not Allowed,No,17.75365138,Foggy
69761,qp0988,49,0,0.066408602,Residential,1,Not Allowed,No,14.01616031,Foggy
69762,qp0992,49,0,0.124445229,Residential,1,Not Allowed,No,11.09514121,Rainy
69763,qp0998,49,0,0.065577504,Residential,3,Allowed,Yes,23.04712751,Sunny
69764,qp099b,49,0,0.047725336,Residential,1,Not Allowed,No,11.21519221,Rainy
69765,qp09d2,49,0,0.439923007,Highway,3,Allowed,Yes,11.64254296,Rainy
69766,qp09d8,49,0,0.55123968,Highway,3,Allowed,Yes,10.35812346,Rainy
69767,qp09db,49,0,0.212775209,Residential,2,Not Allowed,Yes,6.143792607,Snowy
69768,qp09e2,49,0,0.022841465,Residential,1,Not Allowed,No,13.93509685,Rainy
69769,qp09e8,49,0,0.080376524,Residential,2,Not Allowed,Yes,8.950309308,Rainy
69770,qp09eb,49,0,0.000327304,Residential,3,Allowed,Yes,9.37946671,Rainy
69771,qp09s8,49,0,0.061209071,Residential,3,Allowed,Yes,19.74497261,Sunny
69772,qp09sb,49,0,0.081631322,Residential,3,Allowed,Yes,15.43144285,Foggy
69773,qp09t0,49,0,0.203057067,Residential,3,Allowed,Yes,20.73649261,Sunny
69774,qp09t2,49,0,0.020197197,Residential,1,Not Allowed,No,7.657719463,Rainy
69775,qp09t8,49,0,0.07242199,Residential,1,Not Allowed,No,16.67865679,Foggy
69776,qp03t3,49,0,0.040725718,Residential,1,Not Allowed,No,13.69153872,Rainy
69777,qp03t9,49,0,0.067067319,Residential,2,Not Allowed,Yes,8.296404793,Rainy
69778,qp03tc,49,0,0.162420686,Residential,3,Allowed,Yes,23.29648263,Sunny
69779,qp03w1,49,0,0.239063795,Street,1,Not Allowed,Yes,15.29985054,Foggy
69780,qp03w3,49,0,0.069808622,Residential,3,Allowed,Yes,7.500619125,Rainy
69781,qp03w9,49,0,0.533463946,Highway,3,Allowed,Yes,,Foggy
69782,qp03wc,49,0,0.175769931,Residential,1,Not Allowed,No,8.436946052,Rainy
69783,qp03x1,49,0,0.191620281,Residential,2,Not Allowed,Yes,11.93229159,Rainy
69784,qp03x3,49,0,0.217884521,Residential,3,Allowed,Yes,15.26289208,Foggy
69785,qp03x9,49,0,0.113281014,Residential,1,Not Allowed,No,17.80562201,Foggy
69786,qp03xc,49,0,0.135503151,Residential,2,Not Allowed,Yes,22.94952377,Sunny
69787,qp0981,49,0,0.163109795,Residential,1,Not Allowed,No,8.929233705,Rainy
69788,qp0983,49,0,0.060097003,Residential,2,Not Allowed,Yes,25.6989991,Sunny
69789,qp0989,49,0,0.039356966,,3,Allowed,Yes,22.59060226,Sunny
69790,qp098c,49,0,0.006191425,Residential,2,Not Allowed,Yes,24.06348959,Sunny
69791,qp0991,49,0,0.085351637,Residential,2,Not Allowed,Yes,1.110924402,Snowy
69792,qp0993,49,0,0.063726709,Residential,1,Not Allowed,No,10.4616739,Rainy
69793,qp0999,49,0,0.034936025,Residential,1,Not Allowed,No,9.546297459,Rainy
69794,qp099c,49,0,0.084297285,Residential,1,Not Allowed,No,19.09809564,Sunny
69795,qp09d3,49,0,0.425816065,Highway,3,Allowed,Yes,18.84569545,Foggy
69796,qp09d9,49,0,0.988416925,Highway,4,Allowed,Yes,15.14514867,Foggy
69797,qp09dc,49,0,0.304569766,Street,1,Not Allowed,Yes,30.72507175,Sunny
69798,qp09e9,49,0,0.158161216,Residential,1,Not Allowed,No,20.61458143,Sunny
69799,qp09ec,49,0,0.003389337,Residential,3,Allowed,Yes,8.057982205,Rainy
69800,qp09s9,49,0,0.099715999,Residential,2,Not Allowed,Yes,12.18358415,Rainy
69801,qp09sc,49,0,0.023672075,Residential,2,Not Allowed,Yes,31.07771063,Sunny
69802,qp09t1,49,0,0.000859813,Residential,3,Allowed,Yes,17.33385083,Foggy
69803,qp03t6,49,0,0.02737639,Residential,3,Allowed,Yes,16.14321691,Foggy
69804,qp03td,49,0,0.011978984,Residential,3,Allowed,Yes,16.53785357,Foggy
69805,qp03tf,49,0,0.078474919,Residential,3,Allowed,Yes,18.74852675,Foggy
69806,qp03w4,49,0,0.17357169,Residential,2,Not Allowed,Yes,7.660147443,Rainy
69807,qp03w6,49,0,0.129533368,Residential,1,Not Allowed,No,11.89401274,Rainy
69808,qp03wd,49,0,0.323967663,Street,1,Not Allowed,Yes,21.15023347,Sunny
69809,qp03wf,49,0,0.628366717,Highway,5,Allowed,No,20.41058471,Sunny
69810,qp03x4,49,0,0.120967133,Residential,2,Not Allowed,Yes,17.99097321,Foggy
69811,qp03x6,49,0,0.177486092,Residential,3,Allowed,Yes,14.32136792,Foggy
69812,qp03xd,49,0,0.170144705,Residential,2,Not Allowed,Yes,,Snowy
69813,qp03xf,49,0,0.3004765,Street,1,Not Allowed,Yes,17.82257919,Foggy
69814,qp0984,49,0,0.152020189,Residential,2,Not Allowed,Yes,16.90333351,Foggy
69815,qp0986,49,0,0.166898319,Residential,1,Not Allowed,No,11.56846544,Rainy
69816,qp098d,49,0,0.054167443,Residential,1,Not Allowed,No,16.68321351,Foggy
69817,qp098f,49,0,0.034285642,Residential,2,Not Allowed,Yes,24.56412464,Sunny
69818,qp0994,49,0,0.040725844,Residential,2,Not Allowed,Yes,19.60942932,Sunny
69819,qp0996,49,0,0.136827474,Residential,1,Not Allowed,No,19.14306094,Sunny
69820,qp099d,49,0,0.097092426,Residential,2,Not Allowed,Yes,19.85496781,Sunny
69821,qp099f,49,0,0.047478402,Residential,1,Not Allowed,No,12.67627904,Rainy
69822,qp09d4,49,0,0.02166472,Residential,3,Allowed,Yes,8.874732858,Rainy
69823,qp09d6,49,0,0.278450543,Street,1,Not Allowed,Yes,14.43950551,Foggy
69824,qp09dd,49,0,0.220169527,Street,1,Not Allowed,Yes,17.36466229,Foggy
69825,qp09df,49,0,0.096306163,Residential,2,Not Allowed,Yes,17.55700461,Foggy
69826,qp09e4,49,0,0.074141216,Residential,3,Allowed,Yes,13.80964503,Rainy
69827,qp09e6,49,0,0.020274132,Residential,1,Not Allowed,No,13.30641419,Rainy
69828,qp09ed,49,0,0.153413656,Residential,3,Allowed,Yes,15.43627619,Foggy
69829,qp09s6,49,0,0.084338193,Residential,3,Allowed,Yes,13.05614283,Rainy
69830,qp09sd,49,0,0.190946696,Residential,3,Allowed,Yes,20.22669685,Sunny
69831,qp09sf,49,0,0.047566685,Residential,2,Not Allowed,Yes,22.60021339,Sunny
69832,qp09t4,49,0,0.055797778,Residential,3,Allowed,Yes,27.44259575,Sunny
69833,qp03t7,49,0,0.100040921,Residential,1,Not Allowed,No,11.35223319,Rainy
69834,qp03te,49,0,0.002554999,Residential,2,Not Allowed,Yes,11.31476935,Rainy
69835,qp03tg,49,0,0.040771708,Residential,3,Allowed,Yes,28.2603118,Sunny
69836,qp03w5,49,0,0.07245052,Residential,1,Not Allowed,No,26.42799224,Sunny
69837,qp03w7,49,0,0.042090721,Residential,3,Allowed,Yes,13.78839344,Rainy
69838,qp03we,49,0,0.292780078,Street,1,Not Allowed,Yes,25.16214236,Sunny
69839,qp03wg,49,0,1,Highway,3,Allowed,Yes,16.25565137,Foggy
69840,qp03x5,49,0,0.454814631,Highway,5,Allowed,No,24.68637072,
69841,qp03x7,49,0,0.289966073,Street,1,Not Allowed,Yes,10.61170478,Rainy
69842,qp03xe,49,0,0.182880749,Residential,3,Allowed,Yes,21.66718509,Sunny
69843,qp03xg,49,0,0.285219494,Street,1,Not Allowed,Yes,,Sunny
69844,qp0985,49,0,0.186569404,Residential,2,Not Allowed,Yes,17.6132155,Foggy
69845,qp0987,49,0,0.364177566,Highway,3,Allowed,Yes,29.11250455,Sunny
69846,qp098e,49,0,0.091864949,Residential,2,Not Allowed,Yes,15.94839182,Foggy
69847,qp0995,49,0,0.014017169,Residential,2,Not Allowed,Yes,13.58267258,Rainy
69848,qp0997,49,0,0.032669331,Residential,2,Not Allowed,Yes,19.47776065,Sunny
69849,qp099e,49,0,0.225675802,Street,1,Not Allowed,Yes,15.11954902,Foggy
69850,qp099g,49,0,0.135400029,Residential,2,Not Allowed,Yes,12.53276679,Rainy
69851,qp09d5,49,0,0.05127847,Residential,3,Allowed,Yes,16.46583172,Foggy
69852,qp09d7,49,0,0.218657079,Residential,2,Not Allowed,Yes,13.09095352,Rainy
69853,qp09de,49,0,0.200604349,Residential,2,Not Allowed,Yes,14.11669047,Foggy
69854,qp09dg,49,0,0.214037343,Residential,2,Not Allowed,Yes,25.44937688,Sunny
69855,qp09e5,49,0,1,Highway,3,Allowed,Yes,13.39960737,Rainy
69856,qp09e7,49,0,0.104497721,Residential,2,Not Allowed,Yes,13.5567406,Rainy
69857,qp09ee,49,0,0.038846147,Residential,3,Allowed,Yes,19.3620718,Sunny
69858,qp09s7,49,0,0.134772263,Residential,1,Not Allowed,No,14.41072598,Foggy
69859,qp09se,49,0,0.14134732,Residential,2,Not Allowed,Yes,10.36887973,Rainy
69860,qp09sg,49,0,0.030905422,Residential,1,Not Allowed,No,6.930149651,Snowy
69861,qp09t5,49,0,0.071533556,Residential,1,Not Allowed,No,12.39900487,Rainy
69862,qp09w5,49,0,0.106968096,Residential,1,Not Allowed,No,3.896432836,Snowy
69863,qp03ts,49,0,0.068198079,Residential,2,Not Allowed,Yes,13.85789026,Rainy
69864,qp03tu,49,0,0.056292575,Residential,3,Allowed,Yes,16.13440678,Foggy
69865,qp03wh,49,0,0.076730074,Residential,1,Not Allowed,No,10.19675028,Rainy
69866,qp03wk,49,0,0.07478147,Residential,3,Allowed,Yes,15.80464876,Foggy
69867,qp03ws,49,0,0.212381164,Residential,3,Allowed,Yes,16.13624916,Foggy
69868,qp03wu,49,0,0.511151307,Highway,5,Allowed,No,10.98607582,Rainy
69869,qp03xh,49,0,0.480535823,Highway,4,Allowed,Yes,20.70204566,Sunny
69870,qp03xk,49,0,0.613771233,Highway,4,Allowed,Yes,15.94595985,Foggy
69871,qp03xs,49,0,0.523557046,Highway,3,Allowed,Yes,29.00605128,Sunny
69872,qp03xu,49,0,0.259453797,Street,1,Not Allowed,Yes,19.29319486,Sunny
69873,qp098h,49,0,0.240593171,Street,1,Not Allowed,Yes,17.56749045,Foggy
69874,qp098k,49,0,0.211525926,Residential,2,Not Allowed,Yes,,Foggy
69875,qp098u,49,0,0.009098988,Residential,3,Allowed,Yes,11.44225617,Rainy
69876,qp099h,49,0,0.006654893,Residential,1,Not Allowed,No,21.52938509,Sunny
69877,qp099k,49,0,0.178869465,Residential,2,Not Allowed,Yes,6.408193776,Snowy
69878,qp099s,49,0,0.072807991,Residential,1,Not Allowed,No,16.62722524,Foggy
69879,qp099u,49,0,0.036624975,Residential,1,Not Allowed,No,18.89559363,Foggy
69880,qp09dh,49,0,0.138095351,Residential,1,Not Allowed,No,17.03305419,Foggy
69881,qp09dk,49,0,0.145703828,Residential,1,Not Allowed,No,13.51421647,Rainy
69882,qp09ds,49,0,0.086603071,Residential,3,Allowed,Yes,18.98022408,Foggy
69883,qp09du,49,0,0.007340259,Residential,3,Allowed,Yes,16.74728511,Foggy
69884,qp09eh,49,0,0.477125489,Highway,5,Allowed,No,14.42603494,Foggy
69885,qp09ek,49,0,0.157297485,Residential,2,Not Allowed,Yes,20.38737814,Sunny
69886,qp09es,49,0,0.002727109,Residential,1,Not Allowed,No,8.846171918,Rainy
69887,qp09eu,49,0,0.007330362,Residential,2,Not Allowed,Yes,13.62721096,Rainy
69888,qp09sh,49,0,0.076864562,Residential,1,Not Allowed,No,18.07720877,Foggy
69889,qp09sk,49,0,0.136776143,Residential,3,Allowed,Yes,15.76426421,Foggy
69890,qp09ss,49,0,0.033544815,Residential,1,Not Allowed,No,14.66658049,Foggy
69891,qp09su,49,0,0.088583015,Residential,3,Allowed,Yes,12.44805447,Rainy
69892,qp09th,49,0,0.02289441,Residential,3,Allowed,Yes,9.267535013,Rainy
69893,qp03tt,49,0,0.01656818,Residential,1,Not Allowed,No,15.02181572,Foggy
69894,qp03tv,49,0,0.02354707,Residential,3,Allowed,Yes,22.96888048,Sunny
69895,qp03wj,49,0,0.036221637,Residential,2,Not Allowed,Yes,17.11269832,Foggy
69896,qp03wm,49,0,0.103477894,Residential,3,Allowed,Yes,24.13286475,Sunny
69897,qp03wt,49,0,0.181046031,Residential,2,Not Allowed,Yes,0.058725723,Snowy
69898,qp03wv,49,0,0.201099935,Residential,1,Not Allowed,No,23.87792035,Sunny
69899,qp03xj,49,0,0.48285843,Highway,5,Allowed,No,22.71582687,Sunny
69900,qp03xm,49,0,0.794077397,Highway,3,Allowed,Yes,8.960803352,Rainy
69901,qp03xt,49,0,0.478336556,Highway,2,Allowed,No,22.79871935,Sunny
69902,qp03xv,49,0,0.410279048,Highway,5,Allowed,No,13.85179953,Rainy
69903,qp098j,49,0,0.783744258,Highway,2,Allowed,No,18.78705086,Foggy
69904,qp098m,49,0,0.133622836,Residential,1,Not Allowed,No,24.16503756,Sunny
69905,qp099m,49,0,0.026726126,Residential,2,Not Allowed,Yes,,Sunny
69906,qp099t,49,0,0.060729058,Residential,1,Not Allowed,No,9.318457272,Rainy
69907,qp099v,49,0,0.081649712,Residential,3,Allowed,Yes,24.05184181,Sunny
69908,qp09dj,49,0,0.207794913,Residential,1,Not Allowed,No,21.32635897,Sunny
69909,qp09dm,49,0,0.038589383,Residential,2,Not Allowed,Yes,3.507459944,Snowy
69910,qp09dt,49,0,0.008833968,Residential,3,Allowed,Yes,36.97807146,Sunny
69911,qp09ej,49,0,0.048343229,Residential,1,Not Allowed,No,11.23446668,Rainy
69912,qp09em,49,0,0.157293967,Residential,2,Not Allowed,Yes,5.111837856,Snowy
69913,qp09et,49,0,0.024686561,Residential,1,Not Allowed,No,26.7481609,Sunny
69914,qp09ev,49,0,0.00201957,Residential,2,Not Allowed,Yes,13.32618971,Rainy
69915,qp09sj,49,0,0.087052076,Residential,1,Not Allowed,No,22.31141013,Sunny
69916,qp09sm,49,0,0.145830209,Residential,3,Allowed,Yes,9.346388915,Rainy
69917,qp09st,49,0,0.025844208,Residential,1,Not Allowed,No,7.289122523,Rainy
69918,qp09sv,49,0,0.024551767,,1,Not Allowed,No,21.64093911,Sunny
69919,qp09tj,49,0,0.022162599,Residential,2,Not Allowed,Yes,8.417190714,Rainy
69920,qp09tm,49,0,0.028609335,Residential,1,Not Allowed,No,30.98552369,Sunny
69921,qp09tt,49,0,0.038131881,Residential,2,Not Allowed,Yes,12.45373478,Rainy
69922,qp03tw,49,0,0.001324258,Residential,1,Not Allowed,No,23.99365477,Sunny
69923,qp03ty,49,0,0.034787752,Residential,1,Not Allowed,No,27.34731879,Sunny
69924,qp03wn,49,0,0.167484816,Residential,1,Not Allowed,No,19.89271369,Sunny
69925,qp03wq,49,0,0.08408153,Residential,3,Allowed,Yes,19.9050153,Sunny
69926,qp03ww,49,0,0.163201412,Residential,2,Not Allowed,Yes,24.12389051,Sunny
69927,qp03wy,49,0,0.222618036,Street,1,Not Allowed,Yes,10.98505988,Rainy
69928,qp03xn,49,0,0.320051459,Street,1,Not Allowed,Yes,1.393291409,Snowy
69929,qp03xq,49,0,0.187589621,Residential,2,Not Allowed,Yes,21.946406,Sunny
69930,qp03xw,49,0,0.756946816,Highway,5,Allowed,No,25.83563527,Sunny
69931,qp03xy,49,0,0.87186463,Highway,3,Allowed,Yes,23.70051951,Sunny
69932,qp098n,49,0,0.495487446,Highway,3,Allowed,Yes,12.49716762,Rainy
69933,qp098q,49,0,0.082359539,Residential,2,Not Allowed,Yes,16.50163287,Foggy
69934,qp099q,49,0,0.002598195,Residential,2,Not Allowed,Yes,20.94478244,Sunny
69935,qp099w,49,0,0.021650111,Residential,3,Allowed,Yes,13.12389565,Rainy
69936,qp099y,49,0,0.064796795,Residential,2,Not Allowed,Yes,,Foggy
69937,qp09dn,49,0,0.11345197,Residential,3,Allowed,Yes,14.73379337,
69938,qp09dq,49,0,0.016685679,Residential,3,Allowed,Yes,19.86390628,Sunny
69939,qp09en,49,0,0.010017906,Residential,1,Not Allowed,No,21.67956668,Sunny
69940,qp09eq,49,0,0.251384246,Street,1,Not Allowed,Yes,18.88486112,Foggy
69941,qp09ew,49,0,0.040357001,Residential,1,Not Allowed,No,20.13386749,Sunny
69942,qp09sn,49,0,0.049141322,Residential,3,Allowed,Yes,12.34033594,Rainy
69943,qp09sw,49,0,0.044131653,Residential,2,Not Allowed,Yes,17.66480134,Foggy
69944,qp09tn,49,0,0.024755091,Residential,3,Allowed,Yes,27.68342115,Sunny
69945,qp09tq,49,0,0.008864894,Residential,3,Allowed,Yes,9.900481597,Rainy
69946,qp09tw,49,0,0.030154835,Residential,1,Not Allowed,No,22.54175142,Sunny
69947,qp03tx,49,0,0.003047165,Residential,2,Not Allowed,Yes,17.07161114,Foggy
69948,qp03tz,49,0,0.014944096,Residential,1,Not Allowed,No,17.38937012,Foggy
69949,qp03wp,49,0,0.052503348,Residential,1,Not Allowed,No,15.86632619,Foggy
69950,qp03wr,49,0,0.145105118,Residential,1,Not Allowed,No,17.58968161,Foggy
69951,qp03wx,49,0,0.212280738,Residential,2,Not Allowed,Yes,17.21907889,Foggy
69952,qp03wz,49,0,0.327536747,Street,1,Not Allowed,Yes,10.83601136,Rainy
69953,qp03xp,49,0,0.367869901,Highway,3,Allowed,Yes,12.98953419,Rainy
69954,qp03xr,49,0,0.173184919,Residential,2,Not Allowed,Yes,16.96418232,Foggy
69955,qp03xx,49,0,1,Highway,2,Allowed,No,20.32498722,Sunny
69956,qp03xz,49,0,0.478124852,Highway,2,Allowed,No,11.42797687,Rainy
69957,qp098p,49,0,0.687527024,Highway,4,Allowed,Yes,17.21699415,Foggy
69958,qp098r,49,0,0.12542774,Residential,2,Not Allowed,Yes,12.74999882,Rainy
69959,qp099r,49,0,0.026317286,Residential,2,Not Allowed,Yes,24.45701694,Sunny
69960,qp099x,49,0,0.014458993,Residential,3,Allowed,Yes,33.71685572,Sunny
69961,qp099z,49,0,0.016268077,Residential,2,Not Allowed,Yes,17.80336958,Foggy
69962,qp09dp,49,0,0.021915465,Residential,2,Not Allowed,Yes,8.842065586,Rainy
69963,qp09dr,49,0,0.067558064,Residential,2,Not Allowed,Yes,13.71818472,Rainy
69964,qp09ep,49,0,0.050363907,Residential,2,Not Allowed,Yes,9.161622214,Rainy
69965,qp09er,49,0,0.044610885,Residential,2,Not Allowed,Yes,41.83663685,Sunny
69966,qp09ex,49,0,0.319595668,Street,1,Not Allowed,Yes,19.46918094,Sunny
69967,qp09ez,49,0,0.110098406,Residential,2,Not Allowed,Yes,,Sunny
69968,qp09sp,49,0,0.212134661,Residential,3,Allowed,Yes,25.60709511,Sunny
69969,qp09sr,49,0,0.021991795,Residential,1,Not Allowed,No,16.67001269,Foggy
69970,qp09sx,49,0,0.177615295,Residential,2,Not Allowed,Yes,10.01286939,Rainy
69971,qp09sz,49,0,0.157517785,Residential,1,Not Allowed,No,15.11081563,Foggy
69972,qp09tp,49,0,0.244905134,Street,1,Not Allowed,Yes,10.60816709,Rainy
69973,qp09tr,49,0,0.128588432,Residential,2,Not Allowed,Yes,8.285042619,Rainy
69974,qp09tx,49,0,0.002144177,Residential,1,Not Allowed,No,25.18963167,Sunny
69975,qp03v2,49,0,0.007214185,Residential,2,Not Allowed,Yes,28.14887239,Sunny
69976,qp03vb,49,0,0.017037645,Residential,1,Not Allowed,No,19.09851657,Sunny
69977,qp03y0,49,0,0.003330081,Residential,2,Not Allowed,Yes,11.63790736,Rainy
69978,qp03y2,49,0,0.063270631,Residential,1,Not Allowed,No,19.93811797,Sunny
69979,qp03y8,49,0,0.309551967,Street,1,Not Allowed,Yes,25.28296406,Sunny
69980,qp03yb,49,0,0.585057454,Highway,4,Allowed,Yes,11.11811706,Rainy
69981,qp03z0,49,0,0.22476504,Street,1,Not Allowed,Yes,13.47124873,Rainy
69982,qp03z2,49,0,0.442949106,Highway,2,Allowed,No,8.892321273,Rainy
69983,qp03z8,49,0,0.220378325,Street,1,Not Allowed,Yes,13.27357686,Rainy
69984,qp03zb,49,0,0.414339924,Highway,5,Allowed,No,4.198096467,Snowy
69985,qp09b0,49,0,0.225803603,Street,1,Not Allowed,Yes,18.74788319,Foggy
69986,qp09b2,49,0,0.066965205,Residential,3,Allowed,Yes,4.178424387,Snowy
69987,qp09c8,49,0,0.000995749,Residential,1,Not Allowed,No,21.64705178,Sunny
69988,qp09fb,49,0,0.03017195,Residential,1,Not Allowed,No,4.365941271,Snowy
69989,qp09g0,49,0,0.015034821,Residential,3,Allowed,Yes,24.43272081,Sunny
69990,qp09g2,49,0,0.183388718,Residential,2,Not Allowed,Yes,17.18466591,Foggy
69991,qp09g8,49,0,0.179168618,Residential,2,Not Allowed,Yes,24.92430329,Sunny
